index,workclass,education,marital.status,occupation,cluster
877,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,0
878,Private,Some-college,Married-civ-spouse,Exec-managerial,0
879,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
880,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,0
881,Local-gov,Some-college,Married-civ-spouse,Craft-repair,0
882,Private,HS-grad,Married-civ-spouse,Sales,0
883,Private,Assoc-voc,Married-civ-spouse,Craft-repair,0
884,Private,Some-college,Married-civ-spouse,Exec-managerial,0
885,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
886,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,0
887,Private,Masters,Married-civ-spouse,Prof-specialty,0
888,Private,Some-college,Married-civ-spouse,Craft-repair,0
889,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,0
890,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
891,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
892,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
893,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
894,Local-gov,Some-college,Married-civ-spouse,Protective-serv,0
895,Private,Some-college,Married-civ-spouse,Transport-moving,0
896,Private,Masters,Never-married,Prof-specialty,1
897,Private,HS-grad,Never-married,Sales,0
898,Private,5th-6th,Divorced,Transport-moving,0
899,Local-gov,HS-grad,Never-married,Protective-serv,0
900,Private,Masters,Divorced,Prof-specialty,0
901,Local-gov,Masters,Never-married,Prof-specialty,1
902,Private,HS-grad,Separated,Machine-op-inspct,0
903,Local-gov,HS-grad,Divorced,Craft-repair,0
904,State-gov,Bachelors,Divorced,Prof-specialty,0
905,Private,Some-college,Divorced,Exec-managerial,1
906,Private,Bachelors,Never-married,Exec-managerial,1
907,Local-gov,Masters,Never-married,Adm-clerical,1
908,Private,Bachelors,Never-married,Sales,1
909,Private,HS-grad,Divorced,Sales,0
910,Private,Bachelors,Never-married,Prof-specialty,1
911,Private,HS-grad,Separated,Adm-clerical,0
912,Private,Some-college,Never-married,Sales,1
913,Private,HS-grad,Divorced,Craft-repair,0
914,Private,Assoc-voc,Never-married,Prof-specialty,1
915,Private,Bachelors,Never-married,Exec-managerial,1
916,Self-emp-not-inc,HS-grad,Separated,Other-service,0
917,Self-emp-not-inc,Masters,Divorced,Sales,0
918,Private,Assoc-acdm,Divorced,Adm-clerical,1
919,Private,Bachelors,Never-married,Sales,1
920,Private,Masters,Divorced,Prof-specialty,0
921,Private,Some-college,Never-married,Craft-repair,1
922,Local-gov,Masters,Divorced,Prof-specialty,0
923,Private,HS-grad,Never-married,Exec-managerial,0
924,Local-gov,HS-grad,Never-married,Craft-repair,0
925,Private,Bachelors,Never-married,Prof-specialty,1
926,Private,HS-grad,Never-married,Transport-moving,0
927,Private,Bachelors,Divorced,Tech-support,0
928,Federal-gov,Bachelors,Never-married,Prof-specialty,1
929,Private,Bachelors,Never-married,Prof-specialty,1
930,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,0
931,Local-gov,Bachelors,Divorced,Prof-specialty,0
932,Private,11th,Divorced,Craft-repair,0
933,Local-gov,Some-college,Divorced,Prof-specialty,1
934,Private,Some-college,Separated,Craft-repair,0
935,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
936,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
937,Private,HS-grad,Married-civ-spouse,Craft-repair,0
938,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
939,Private,Bachelors,Married-civ-spouse,Sales,0
940,Private,Assoc-voc,Married-civ-spouse,Tech-support,0
941,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
942,Private,HS-grad,Married-civ-spouse,Craft-repair,0
943,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,0
944,Private,HS-grad,Married-civ-spouse,Craft-repair,0
945,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,0
947,Private,HS-grad,Married-civ-spouse,Craft-repair,0
948,Private,HS-grad,Married-civ-spouse,Tech-support,0
949,Private,HS-grad,Married-civ-spouse,Prof-specialty,0
950,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
951,Private,HS-grad,Married-civ-spouse,Craft-repair,0
952,Private,Some-college,Married-civ-spouse,Prof-specialty,0
953,State-gov,Masters,Married-civ-spouse,Prof-specialty,0
954,Local-gov,12th,Married-civ-spouse,Transport-moving,0
955,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
956,Private,Masters,Married-civ-spouse,Prof-specialty,0
957,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
958,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
959,Private,Some-college,Married-civ-spouse,Craft-repair,0
960,Private,HS-grad,Married-civ-spouse,Sales,0
961,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,0
962,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,0
963,Private,9th,Married-civ-spouse,Other-service,0
964,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,0
965,Private,HS-grad,Married-civ-spouse,Sales,0
966,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,0
967,Private,HS-grad,Married-civ-spouse,Craft-repair,0
968,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
969,Private,Bachelors,Married-civ-spouse,Sales,0
970,Private,Some-college,Married-civ-spouse,Sales,0
971,Local-gov,HS-grad,Married-civ-spouse,Tech-support,0
972,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,0
973,Private,Some-college,Married-civ-spouse,Exec-managerial,0
974,Private,Bachelors,Married-civ-spouse,Sales,0
975,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
976,Private,HS-grad,Married-civ-spouse,Craft-repair,0
977,Private,Some-college,Married-civ-spouse,Sales,0
978,State-gov,Masters,Married-civ-spouse,Machine-op-inspct,0
979,Private,Some-college,Married-civ-spouse,Transport-moving,0
980,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
981,Private,Masters,Married-civ-spouse,Exec-managerial,0
982,Private,HS-grad,Married-civ-spouse,Craft-repair,0
983,Private,Bachelors,Married-civ-spouse,Sales,0
984,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
985,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
986,Private,Some-college,Married-civ-spouse,Sales,0
988,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0
989,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
990,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,0
991,Self-emp-not-inc,Some-college,Separated,Sales,1
992,Private,Some-college,Never-married,Prof-specialty,1
993,Private,HS-grad,Never-married,Other-service,0
995,Self-emp-not-inc,Some-college,Never-married,Transport-moving,1
996,Private,HS-grad,Divorced,Sales,0
997,Private,HS-grad,Never-married,Sales,0
998,Private,Some-college,Never-married,Sales,1
999,Private,HS-grad,Widowed,Sales,0
1000,Self-emp-not-inc,Bachelors,Divorced,Adm-clerical,1
1001,Private,HS-grad,Divorced,Other-service,0
1002,Private,10th,Never-married,Sales,1
1003,Private,Assoc-acdm,Divorced,Adm-clerical,1
1004,Private,11th,Married-spouse-absent,Handlers-cleaners,0
1005,Private,HS-grad,Divorced,Protective-serv,0
1006,Private,Some-college,Never-married,Sales,1
1007,Private,Masters,Divorced,Exec-managerial,0
1008,Private,Bachelors,Divorced,Prof-specialty,0
1009,Private,Some-college,Divorced,Craft-repair,0
1010,Private,Bachelors,Never-married,Sales,1
1011,Local-gov,Bachelors,Never-married,Exec-managerial,1
1012,Private,12th,Never-married,Machine-op-inspct,1
1013,Private,Bachelors,Never-married,Exec-managerial,1
1014,Federal-gov,Bachelors,Never-married,Prof-specialty,1
1015,Private,Bachelors,Never-married,Prof-specialty,1
1016,Private,Bachelors,Never-married,Exec-managerial,1
1017,Federal-gov,Bachelors,Never-married,Adm-clerical,1
1018,Private,HS-grad,Divorced,Transport-moving,0
1019,Local-gov,10th,Never-married,Transport-moving,1
1020,Private,HS-grad,Never-married,Machine-op-inspct,0
1021,Local-gov,Masters,Never-married,Prof-specialty,1
1022,Private,Some-college,Divorced,Exec-managerial,1
1023,Private,Bachelors,Never-married,Prof-specialty,1
1024,Private,HS-grad,Divorced,Craft-repair,0
1025,Private,Bachelors,Never-married,Exec-managerial,1
1027,Private,Bachelors,Divorced,Exec-managerial,0
1028,Private,Bachelors,Never-married,Sales,1
1029,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,1
1030,Private,HS-grad,Divorced,Other-service,0
1031,Private,HS-grad,Divorced,Adm-clerical,0
1032,Private,Bachelors,Never-married,Adm-clerical,1
1033,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
1034,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
1035,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,1
1036,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
1037,Private,Some-college,Married-civ-spouse,Adm-clerical,1
1038,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,0
1039,Private,Bachelors,Married-civ-spouse,Sales,0
1040,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
1041,Private,HS-grad,Married-civ-spouse,Transport-moving,0
1042,Local-gov,Some-college,Married-civ-spouse,Craft-repair,0
1043,Private,Assoc-voc,Married-civ-spouse,Craft-repair,0
1044,Private,Prof-school,Married-civ-spouse,Prof-specialty,0
1045,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,0
1046,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1047,Private,Some-college,Married-civ-spouse,Sales,0
1048,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,0
1049,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1050,Self-emp-inc,Some-college,Married-civ-spouse,Sales,0
1051,Private,HS-grad,Married-civ-spouse,Transport-moving,0
1052,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,0
1053,Local-gov,HS-grad,Married-civ-spouse,Other-service,0
1054,Private,Some-college,Married-civ-spouse,Exec-managerial,0
1055,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,0
1056,Private,Some-college,Married-civ-spouse,Craft-repair,0
1057,Private,Some-college,Married-civ-spouse,Adm-clerical,1
1058,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,0
1059,Private,Some-college,Married-civ-spouse,Exec-managerial,0
1060,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,0
1061,Private,Masters,Married-civ-spouse,Adm-clerical,0
1062,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1063,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
1064,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
1065,Private,Some-college,Married-civ-spouse,Craft-repair,0
1066,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,0
1067,Private,HS-grad,Married-civ-spouse,Other-service,0
1068,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,0
1069,State-gov,Some-college,Married-civ-spouse,Exec-managerial,0
1070,Private,Assoc-voc,Married-civ-spouse,Sales,0
1071,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0
1072,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0
1073,Private,Some-college,Married-civ-spouse,Sales,0
1074,State-gov,Some-college,Married-civ-spouse,Adm-clerical,1
1075,Private,1st-4th,Married-civ-spouse,Transport-moving,0
1076,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0
1077,Local-gov,Prof-school,Divorced,Prof-specialty,0
1078,Private,HS-grad,Divorced,Machine-op-inspct,0
1079,State-gov,Some-college,Divorced,Protective-serv,1
1080,Private,Bachelors,Never-married,Exec-managerial,1
1081,Private,9th,Never-married,Machine-op-inspct,1
1082,Private,HS-grad,Never-married,Other-service,0
1083,Private,11th,Divorced,Handlers-cleaners,0
1084,Private,Some-college,Never-married,Other-service,1
1085,Private,HS-grad,Never-married,Adm-clerical,1
1086,Private,Some-college,Divorced,Other-service,1
1087,Private,HS-grad,Never-married,Other-service,0
1088,Private,HS-grad,Never-married,Sales,0
1089,Private,Some-college,Never-married,Other-service,1
1091,Local-gov,Some-college,Never-married,Adm-clerical,1
1092,Private,11th,Never-married,Other-service,1
1093,Private,12th,Never-married,Other-service,1
1095,Private,Some-college,Never-married,Sales,1
1096,Private,Some-college,Never-married,Adm-clerical,1
1097,Private,Some-college,Never-married,Adm-clerical,1
1098,Self-emp-not-inc,10th,Married-spouse-absent,Other-service,0
1099,Private,Some-college,Never-married,Adm-clerical,1
1100,State-gov,Assoc-acdm,Never-married,Other-service,1
1101,Private,HS-grad,Never-married,Other-service,0
1102,Private,HS-grad,Never-married,Handlers-cleaners,0
1104,Private,Some-college,Never-married,Tech-support,1
1105,Private,Some-college,Never-married,Transport-moving,1
1106,Private,Preschool,Married-spouse-absent,Machine-op-inspct,0
1107,Private,HS-grad,Never-married,Other-service,0
1108,Private,HS-grad,Married-spouse-absent,Sales,0
1109,Private,Bachelors,Never-married,Machine-op-inspct,1
1110,Private,9th,Divorced,Other-service,0
1111,Private,HS-grad,Widowed,Other-service,0
1112,Private,Some-college,Never-married,Craft-repair,1
1113,Private,HS-grad,Never-married,Other-service,0
1114,Local-gov,HS-grad,Never-married,Farming-fishing,0
1115,Private,Bachelors,Never-married,Machine-op-inspct,1
1116,Private,9th,Never-married,Handlers-cleaners,1
1118,Private,11th,Never-married,Handlers-cleaners,1
1119,Private,Some-college,Never-married,Other-service,1
1120,Private,Some-college,Never-married,Tech-support,1
1121,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
1122,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,0
1123,Private,Some-college,Married-civ-spouse,Other-service,0
1124,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,0
1125,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1126,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,0
1127,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
1128,Private,Some-college,Married-civ-spouse,Exec-managerial,0
1129,Private,11th,Married-civ-spouse,Other-service,0
1130,Private,Some-college,Married-civ-spouse,Exec-managerial,0
1131,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
1132,Private,HS-grad,Married-civ-spouse,Farming-fishing,0
1133,Private,Some-college,Married-civ-spouse,Craft-repair,0
1134,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
1135,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
1136,Private,7th-8th,Married-civ-spouse,Transport-moving,0
1137,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
1138,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
1139,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1140,Private,Some-college,Married-civ-spouse,Craft-repair,0
1141,Private,Some-college,Married-civ-spouse,Other-service,0
1142,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
1143,Private,HS-grad,Married-civ-spouse,Sales,0
1144,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
1145,Private,HS-grad,Married-civ-spouse,Sales,0
1146,Private,Some-college,Married-civ-spouse,Sales,0
1147,Private,HS-grad,Married-civ-spouse,Sales,0
1148,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0
1149,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
1150,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0
1151,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1152,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,0
1153,Private,Preschool,Married-civ-spouse,Other-service,0
1154,Private,HS-grad,Married-civ-spouse,Transport-moving,0
1155,Private,Assoc-voc,Never-married,Machine-op-inspct,1
1156,Private,HS-grad,Divorced,Craft-repair,0
1157,Private,Some-college,Widowed,Exec-managerial,1
1158,Private,HS-grad,Divorced,Craft-repair,0
1159,Private,Bachelors,Never-married,Exec-managerial,1
1160,Private,HS-grad,Never-married,Sales,0
1161,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,0
1162,Private,HS-grad,Divorced,Craft-repair,0
1163,State-gov,Masters,Divorced,Prof-specialty,0
1164,Private,Assoc-voc,Divorced,Prof-specialty,0
1165,Private,HS-grad,Never-married,Prof-specialty,0
1166,Private,HS-grad,Never-married,Sales,0
1167,Private,Some-college,Never-married,Exec-managerial,1
1168,Local-gov,Masters,Never-married,Prof-specialty,1
1169,Private,HS-grad,Divorced,Sales,0
1170,Private,Assoc-acdm,Never-married,Prof-specialty,1
1171,Private,HS-grad,Never-married,Transport-moving,0
1172,Private,Masters,Never-married,Prof-specialty,1
1173,Private,Masters,Never-married,Prof-specialty,1
1174,Local-gov,Doctorate,Divorced,Prof-specialty,0
1175,Local-gov,Masters,Never-married,Prof-specialty,1
1176,Local-gov,Assoc-voc,Never-married,Adm-clerical,1
1177,Local-gov,Masters,Widowed,Prof-specialty,0
1178,Private,HS-grad,Widowed,Craft-repair,0
1179,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,0
1180,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,0
1182,Local-gov,HS-grad,Widowed,Protective-serv,0
1183,Self-emp-inc,9th,Married-civ-spouse,Exec-managerial,0
1184,Private,7th-8th,Married-civ-spouse,Transport-moving,0
1185,Private,7th-8th,Married-civ-spouse,Transport-moving,0
1186,Private,7th-8th,Married-civ-spouse,Other-service,0
1187,Self-emp-inc,12th,Married-civ-spouse,Exec-managerial,0
1188,Private,11th,Married-civ-spouse,Handlers-cleaners,0
1189,State-gov,HS-grad,Married-civ-spouse,Craft-repair,0
1190,Private,Some-college,Married-civ-spouse,Craft-repair,0
1191,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
1192,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
1193,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,0
1194,Private,5th-6th,Married-civ-spouse,Craft-repair,0
1195,Private,Prof-school,Married-civ-spouse,Prof-specialty,0
1196,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0
1197,Private,HS-grad,Married-civ-spouse,Sales,0
1198,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1199,Private,HS-grad,Married-civ-spouse,Sales,0
1200,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
1201,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
1202,Private,Some-college,Married-civ-spouse,Other-service,0
1203,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1205,Private,Assoc-voc,Married-civ-spouse,Craft-repair,0
1206,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,0
1207,Private,Some-college,Married-civ-spouse,Adm-clerical,1
1208,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1209,Private,Some-college,Never-married,Adm-clerical,1
1210,Private,Some-college,Divorced,Tech-support,1
1211,State-gov,HS-grad,Divorced,Adm-clerical,0
1212,Private,HS-grad,Divorced,Adm-clerical,0
1213,Private,Bachelors,Never-married,Adm-clerical,1
1214,Private,Some-college,Divorced,Machine-op-inspct,1
1215,Private,Some-college,Never-married,Other-service,1
1216,Private,Some-college,Separated,Sales,1
1217,Private,HS-grad,Never-married,Adm-clerical,1
1218,Private,Some-college,Never-married,Sales,1
1219,Private,Some-college,Never-married,Prof-specialty,1
1220,Private,7th-8th,Never-married,Craft-repair,0
1221,Private,Some-college,Never-married,Other-service,1
1223,Private,HS-grad,Never-married,Priv-house-serv,0
1225,Private,Some-college,Married-spouse-absent,Sales,1
1226,Private,HS-grad,Never-married,Machine-op-inspct,0
1228,Private,Some-college,Never-married,Other-service,1
1229,Private,Some-college,Never-married,Tech-support,1
1232,Private,10th,Never-married,Handlers-cleaners,1
1233,Private,Assoc-voc,Never-married,Farming-fishing,1
1234,State-gov,Some-college,Never-married,Exec-managerial,1
1235,Private,11th,Never-married,Sales,1
1236,Private,7th-8th,Widowed,Sales,0
1237,Private,Bachelors,Never-married,Sales,1
1238,Private,HS-grad,Never-married,Sales,0
1239,Private,11th,Never-married,Handlers-cleaners,1
1241,Private,10th,Never-married,Other-service,1
1242,Private,7th-8th,Never-married,Other-service,1
1243,Private,11th,Never-married,Other-service,1
1246,Local-gov,10th,Never-married,Protective-serv,1
1247,State-gov,Some-college,Never-married,Sales,1
1248,Private,Some-college,Never-married,Handlers-cleaners,1
1249,Private,12th,Never-married,Other-service,1
1250,Private,11th,Never-married,Sales,1
1251,Private,Some-college,Never-married,Adm-clerical,1
1253,Federal-gov,11th,Never-married,Adm-clerical,1
1254,Private,10th,Never-married,Other-service,1
1256,Private,10th,Never-married,Handlers-cleaners,1
1257,Private,Some-college,Never-married,Sales,1
1258,Self-emp-not-inc,1st-4th,Widowed,Craft-repair,0
1259,Private,10th,Never-married,Other-service,1
1260,Private,Some-college,Never-married,Sales,1
1263,Private,Bachelors,Never-married,Machine-op-inspct,1
1264,Private,HS-grad,Never-married,Sales,0
1265,Private,HS-grad,Never-married,Craft-repair,0
1266,Private,HS-grad,Widowed,Craft-repair,0
1267,Private,10th,Divorced,Machine-op-inspct,0
1268,Private,7th-8th,Married-spouse-absent,Priv-house-serv,0
1269,Private,HS-grad,Never-married,Sales,0
1270,Private,Assoc-acdm,Divorced,Tech-support,0
1271,Private,HS-grad,Separated,Craft-repair,0
1272,Private,HS-grad,Divorced,Other-service,0
1273,Private,Bachelors,Never-married,Sales,1
1274,Private,Some-college,Never-married,Other-service,1
1276,Private,Bachelors,Divorced,Sales,0
1277,Private,HS-grad,Never-married,Machine-op-inspct,0
1278,Private,Some-college,Divorced,Farming-fishing,1
1279,Federal-gov,HS-grad,Divorced,Prof-specialty,0
1280,Private,Bachelors,Never-married,Tech-support,1
1281,State-gov,Assoc-voc,Never-married,Tech-support,1
1282,Private,7th-8th,Divorced,Craft-repair,0
1283,Private,Bachelors,Never-married,Exec-managerial,1
1284,Private,Bachelors,Divorced,Machine-op-inspct,0
1285,Private,Bachelors,Never-married,Prof-specialty,1
1286,Private,HS-grad,Never-married,Sales,0
1287,Private,Bachelors,Never-married,Craft-repair,0
1288,Private,Some-college,Divorced,Machine-op-inspct,1
1289,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,0
1290,Private,Bachelors,Never-married,Sales,1
1291,Private,Some-college,Never-married,Adm-clerical,1
1292,State-gov,Bachelors,Never-married,Protective-serv,1
1293,Private,HS-grad,Never-married,Craft-repair,0
1294,State-gov,Some-college,Divorced,Adm-clerical,1
1295,Private,Bachelors,Never-married,Exec-managerial,1
1296,Private,HS-grad,Never-married,Machine-op-inspct,0
1297,Private,10th,Widowed,Machine-op-inspct,0
1298,Self-emp-not-inc,Some-college,Never-married,Craft-repair,1
1299,Private,Some-college,Divorced,Adm-clerical,1
1300,Private,Bachelors,Never-married,Exec-managerial,1
1301,Private,HS-grad,Divorced,Adm-clerical,0
1302,Private,HS-grad,Divorced,Transport-moving,0
1303,Private,Masters,Divorced,Sales,0
1304,Private,Masters,Never-married,Prof-specialty,1
1305,Private,HS-grad,Divorced,Adm-clerical,0
1306,Private,Bachelors,Divorced,Machine-op-inspct,0
1307,Private,HS-grad,Divorced,Sales,0
1308,Self-emp-not-inc,HS-grad,Divorced,Sales,0
1309,Private,Bachelors,Never-married,Sales,1
1310,Local-gov,HS-grad,Never-married,Handlers-cleaners,0
1311,Private,HS-grad,Never-married,Transport-moving,0
1312,Private,Prof-school,Never-married,Prof-specialty,1
1313,Local-gov,Some-college,Married-civ-spouse,Transport-moving,0
1314,Private,Some-college,Married-civ-spouse,Handlers-cleaners,0
1315,Private,Some-college,Married-civ-spouse,Transport-moving,0
1316,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,0
1317,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,0
1318,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1319,Private,5th-6th,Married-civ-spouse,Other-service,0
1320,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
1321,Private,Some-college,Married-civ-spouse,Craft-repair,0
1322,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0
1323,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
1324,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1325,Local-gov,12th,Married-civ-spouse,Transport-moving,0
1326,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,0
1327,Private,Some-college,Married-civ-spouse,Adm-clerical,1
1328,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
1329,Private,7th-8th,Married-civ-spouse,Transport-moving,0
1330,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
1331,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
1332,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,0
1333,Private,HS-grad,Married-civ-spouse,Sales,0
1334,Private,11th,Married-civ-spouse,Handlers-cleaners,0
1335,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
1336,Private,HS-grad,Married-civ-spouse,Craft-repair,0
1337,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
1338,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
1339,Private,Assoc-voc,Never-married,Prof-specialty,1
1340,Private,Bachelors,Divorced,Exec-managerial,0
1341,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,1
1342,Private,Masters,Never-married,Prof-specialty,1
1343,Federal-gov,Doctorate,Never-married,Prof-specialty,1
1344,Private,Bachelors,Divorced,Sales,0
1345,Federal-gov,Doctorate,Never-married,Prof-specialty,1
1346,Private,Bachelors,Never-married,Sales,1
1347,Private,Bachelors,Never-married,Prof-specialty,1
1348,State-gov,Prof-school,Never-married,Prof-specialty,1
1349,Private,Bachelors,Never-married,Exec-managerial,1
1350,Private,Prof-school,Never-married,Tech-support,1
1351,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,1
1352,Private,Bachelors,Divorced,Sales,0
1353,Local-gov,Bachelors,Never-married,Tech-support,1
1354,Private,Bachelors,Never-married,Prof-specialty,1
1355,Private,HS-grad,Never-married,Exec-managerial,0
1356,Private,Bachelors,Divorced,Sales,0
1357,Self-emp-not-inc,HS-grad,Married-spouse-absent,Transport-moving,0
1358,Private,Bachelors,Divorced,Handlers-cleaners,0
1359,Private,Bachelors,Married-spouse-absent,Craft-repair,0
1360,Local-gov,Assoc-voc,Never-married,Protective-serv,1
1361,Private,Masters,Never-married,Exec-managerial,1
1362,Private,Bachelors,Never-married,Exec-managerial,1
1363,Private,HS-grad,Never-married,Craft-repair,0
1364,Private,Some-college,Married-civ-spouse,Exec-managerial,0
1365,Private,Bachelors,Never-married,Sales,1
1366,Private,HS-grad,Never-married,Adm-clerical,1
1368,Private,Some-college,Never-married,Exec-managerial,1
1369,Local-gov,HS-grad,Widowed,Other-service,0
1370,Private,HS-grad,Divorced,Adm-clerical,0
1371,Private,Assoc-voc,Never-married,Craft-repair,0
1372,Private,HS-grad,Divorced,Sales,0
1373,Private,Some-college,Never-married,Sales,1
1374,Private,Some-college,Divorced,Handlers-cleaners,1
1375,Private,HS-grad,Divorced,Adm-clerical,0
1376,Private,HS-grad,Never-married,Sales,0
1377,Private,HS-grad,Never-married,Craft-repair,0
1378,Private,Masters,Never-married,Prof-specialty,1
1379,Private,Bachelors,Never-married,Sales,1
1381,Self-emp-not-inc,Some-college,Never-married,Craft-repair,1
1382,Private,HS-grad,Never-married,Craft-repair,0
1383,Private,Some-college,Married-civ-spouse,Craft-repair,0
1384,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,0
1385,Private,Some-college,Married-civ-spouse,Craft-repair,0
